service_id,train_type,year,month,day_of_week,departure_time,duration,price,passengers,time_distance_competitor_-2,price_competitor_-2,train_type_competitor_-2,duration_competitor_-2,time_distance_competitor_-1,price_competitor_-1,train_type_competitor_-1,duration_competitor_-1,time_distance_competitor_1,price_competitor_1,train_type_competitor_1,duration_competitor_1,time_distance_competitor_2,price_competitor_2,train_type_competitor_2,duration_competitor_2
00007_27-10-2025-21.07,AVE,2025,10,0,21.12,172.0,38.69,2,-40.2,21.84,AVE,201.0,-5.4,30.37,OUIGO,172.0,895.2,35.37,AVLO,157.0,885.0,38.39,IRYO,157.0
00001_28-10-2025-06.12,AVLO,2025,10,1,6.2,157.0,35.37,1070,-889.8,30.37,OUIGO,172.0,-895.2,38.69,AVE,172.0,10.2,38.39,IRYO,157.0,15.0,42.0,AVE,178.0
00002_28-10-2025-06.22,IRYO,2025,10,1,6.37,157.0,38.39,680,-885.0,38.69,AVE,172.0,-10.2,35.37,AVLO,157.0,4.8,42.0,AVE,178.0,34.8,122.12,AVE,157.0
00003_28-10-2025-06.27,AVE,2025,10,1,6.45,178.0,42.0,1192,-15.0,35.37,AVLO,157.0,-4.8,38.39,IRYO,157.0,30.0,122.12,AVE,157.0,34.8,47.23,OUIGO,172.0
00004_28-10-2025-06.57,AVE,2025,10,1,6.95,157.0,122.12,0,-34.8,38.39,IRYO,157.0,-30.0,42.0,AVE,178.0,4.8,47.23,OUIGO,172.0,25.2,37.11,IRYO,157.0
00005_28-10-2025-07.02,OUIGO,2025,10,1,7.03,172.0,47.23,22,-34.8,42.0,AVE,178.0,-4.8,122.12,AVE,157.0,20.4,37.11,IRYO,157.0,25.2,25.18,AVE,199.0
00002_28-10-2025-07.22,IRYO,2025,10,1,7.37,157.0,37.11,201,-25.2,122.12,AVE,157.0,-20.4,47.23,OUIGO,172.0,4.8,25.18,AVE,199.0,34.8,32.43,AVE,157.0
00006_28-10-2025-07.27,AVE,2025,10,1,7.45,199.0,25.18,1156,-25.2,47.23,OUIGO,172.0,-4.8,37.11,IRYO,157.0,30.0,32.43,AVE,157.0,60.0,78.59,AVE,172.0
00004_28-10-2025-07.57,AVE,2025,10,1,7.95,157.0,32.43,1021,-34.8,37.11,IRYO,157.0,-30.0,25.18,AVE,199.0,30.0,78.59,AVE,172.0,34.8,28.83,IRYO,157.0
00007_28-10-2025-08.27,AVE,2025,10,1,8.45,172.0,78.59,0,-60.0,25.18,AVE,199.0,-30.0,32.43,AVE,157.0,4.8,28.83,IRYO,157.0,30.0,65.88,AVE,164.0
00002_28-10-2025-08.32,IRYO,2025,10,1,8.53,157.0,28.83,212,-34.8,32.43,AVE,157.0,-4.8,78.59,AVE,172.0,25.2,65.88,AVE,164.0,50.4,37.47,IRYO,172.0
00008_28-10-2025-08.57,AVE,2025,10,1,8.95,164.0,65.88,23,-30.0,78.59,AVE,172.0,-25.2,28.83,IRYO,157.0,25.2,37.47,IRYO,172.0,30.0,56.54,AVE,194.0
00009_28-10-2025-09.22,IRYO,2025,10,1,9.37,172.0,37.47,121,-50.4,28.83,IRYO,157.0,-25.2,65.88,AVE,164.0,4.8,56.54,AVE,194.0,34.8,37.61,IRYO,172.0
00010_28-10-2025-09.27,AVE,2025,10,1,9.45,194.0,56.54,94,-30.0,65.88,AVE,164.0,-4.8,37.47,IRYO,172.0,30.0,37.61,IRYO,172.0,34.8,36.04,OUIGO,182.0
00009_28-10-2025-09.57,IRYO,2025,10,1,9.95,172.0,37.61,153,-34.8,37.47,IRYO,172.0,-30.0,56.54,AVE,194.0,4.8,36.04,OUIGO,182.0,30.0,34.36,AVLO,172.0
00011_28-10-2025-10.02,OUIGO,2025,10,1,10.03,182.0,36.04,87,-34.8,56.54,AVE,194.0,-4.8,37.61,IRYO,172.0,25.2,34.36,AVLO,172.0,80.4,32.58,IRYO,172.0
00012_28-10-2025-10.27,AVLO,2025,10,1,10.45,172.0,34.36,259,-30.0,37.61,IRYO,172.0,-25.2,36.04,OUIGO,182.0,55.2,32.58,IRYO,172.0,60.0,40.56,AVE,199.0
00009_28-10-2025-11.22,IRYO,2025,10,1,11.37,172.0,32.58,295,-80.4,36.04,OUIGO,182.0,-55.2,34.36,AVLO,172.0,4.8,40.56,AVE,199.0,60.0,35.6,IRYO,172.0
00006_28-10-2025-11.27,AVE,2025,10,1,11.45,199.0,40.56,430,-60.0,34.36,AVLO,172.0,-4.8,32.58,IRYO,172.0,55.2,35.6,IRYO,172.0,60.0,49.61,AVE,197.0
00009_28-10-2025-12.22,IRYO,2025,10,1,12.37,172.0,35.6,162,-60.0,32.58,IRYO,172.0,-55.2,40.56,AVE,199.0,4.8,49.61,AVE,197.0,34.8,60.83,AVE,157.0
00013_28-10-2025-12.27,AVE,2025,10,1,12.45,197.0,49.61,128,-60.0,40.56,AVE,199.0,-4.8,35.6,IRYO,172.0,30.0,60.83,AVE,157.0,51.0,48.24,AVE,184.0
00004_28-10-2025-12.57,AVE,2025,10,1,12.95,157.0,60.83,51,-34.8,35.6,IRYO,172.0,-30.0,49.61,AVE,197.0,21.0,48.24,AVE,184.0,64.8,31.41,IRYO,172.0
00014_28-10-2025-13.18,AVE,2025,10,1,13.3,184.0,48.24,54,-51.0,49.61,AVE,197.0,-21.0,60.83,AVE,157.0,43.8,31.41,IRYO,172.0,54.0,27.86,OUIGO,157.0
00009_28-10-2025-14.02,IRYO,2025,10,1,14.03,172.0,31.41,113,-64.8,60.83,AVE,157.0,-43.8,48.24,AVE,184.0,10.2,27.86,OUIGO,157.0,25.2,78.58,AVE,177.0
00015_28-10-2025-14.12,OUIGO,2025,10,1,14.2,157.0,27.86,131,-54.0,48.24,AVE,184.0,-10.2,31.41,IRYO,172.0,15.0,78.58,AVE,177.0,30.0,23.94,IRYO,179.0
00016_28-10-2025-14.27,AVE,2025,10,1,14.45,177.0,78.58,1,-25.2,31.41,IRYO,172.0,-15.0,27.86,OUIGO,157.0,15.0,23.94,IRYO,179.0,30.0,26.15,AVE,157.0
00017_28-10-2025-14.42,IRYO,2025,10,1,14.7,179.0,23.94,619,-30.0,27.86,OUIGO,157.0,-15.0,78.58,AVE,177.0,15.0,26.15,AVE,157.0,45.0,29.33,AVLO,199.0
00004_28-10-2025-14.57,AVE,2025,10,1,14.95,157.0,26.15,1316,-30.0,78.58,AVE,177.0,-15.0,23.94,IRYO,179.0,30.0,29.33,AVLO,199.0,60.0,23.03,AVE,157.0
00018_28-10-2025-15.27,AVLO,2025,10,1,15.45,199.0,29.33,70,-45.0,23.94,IRYO,179.0,-30.0,26.15,AVE,157.0,30.0,23.03,AVE,157.0,60.0,28.62,AVE,172.0
00004_28-10-2025-15.57,AVE,2025,10,1,15.95,157.0,23.03,2893,-60.0,26.15,AVE,157.0,-30.0,29.33,AVLO,199.0,30.0,28.62,AVE,172.0,40.2,37.55,IRYO,157.0
00007_28-10-2025-16.27,AVE,2025,10,1,16.45,172.0,28.62,1276,-60.0,29.33,AVLO,199.0,-30.0,23.03,AVE,157.0,10.2,37.55,IRYO,157.0,30.0,54.0,AVE,157.0
00002_28-10-2025-16.37,IRYO,2025,10,1,16.62,157.0,37.55,164,-40.2,23.03,AVE,157.0,-10.2,28.62,AVE,172.0,19.8,54.0,AVE,157.0,39.6,31.18,OUIGO,157.0
00004_28-10-2025-16.57,AVE,2025,10,1,16.95,157.0,54.0,329,-30.0,28.62,AVE,172.0,-19.8,37.55,IRYO,157.0,19.8,31.18,OUIGO,157.0,25.2,43.48,IRYO,172.0
00015_28-10-2025-17.17,OUIGO,2025,10,1,17.28,157.0,31.18,152,-39.6,37.55,IRYO,157.0,-19.8,54.0,AVE,157.0,5.4,43.48,IRYO,172.0,10.2,51.38,AVE,199.0
00009_28-10-2025-17.22,IRYO,2025,10,1,17.37,172.0,43.48,65,-25.2,54.0,AVE,157.0,-5.4,31.18,OUIGO,157.0,4.8,51.38,AVE,199.0,34.8,70.87,AVE,157.0
00006_28-10-2025-17.27,AVE,2025,10,1,17.45,199.0,51.38,128,-10.2,31.18,OUIGO,157.0,-4.8,43.48,IRYO,172.0,30.0,70.87,AVE,157.0,60.0,61.68,AVE,177.0
00004_28-10-2025-17.57,AVE,2025,10,1,17.95,157.0,70.87,50,-34.8,43.48,IRYO,172.0,-30.0,51.38,AVE,199.0,30.0,61.68,AVE,177.0,34.8,31.77,IRYO,157.0
00016_28-10-2025-18.27,AVE,2025,10,1,18.45,177.0,61.68,43,-60.0,51.38,AVE,199.0,-30.0,70.87,AVE,157.0,4.8,31.77,IRYO,157.0,30.0,51.0,AVE,157.0
00002_28-10-2025-18.32,IRYO,2025,10,1,18.53,157.0,31.77,150,-34.8,70.87,AVE,157.0,-4.8,61.68,AVE,177.0,25.2,51.0,AVE,157.0,57.0,53.43,IRYO,172.0
00004_28-10-2025-18.57,AVE,2025,10,1,18.95,157.0,51.0,110,-30.0,61.68,AVE,177.0,-25.2,31.77,IRYO,157.0,31.8,53.43,IRYO,172.0,37.2,32.04,AVLO,201.0
00009_28-10-2025-19.29,IRYO,2025,10,1,19.48,172.0,53.43,4,-57.0,31.77,IRYO,157.0,-31.8,51.0,AVE,157.0,5.4,32.04,AVLO,201.0,36.0,42.12,AVE,157.0
00019_28-10-2025-19.34,AVLO,2025,10,1,19.57,201.0,32.04,13,-37.2,51.0,AVE,157.0,-5.4,53.43,IRYO,172.0,30.6,42.12,AVE,157.0,48.0,20.27,IRYO,172.0
00004_28-10-2025-20.05,AVE,2025,10,1,20.08,157.0,42.12,64,-36.0,53.43,IRYO,172.0,-30.6,32.04,AVLO,201.0,17.4,20.27,IRYO,172.0,22.2,52.16,AVE,201.0
00009_28-10-2025-20.22,IRYO,2025,10,1,20.37,172.0,20.27,1474,-48.0,32.04,AVLO,201.0,-17.4,42.12,AVE,157.0,4.8,52.16,AVE,201.0,39.6,28.71,OUIGO,172.0
00020_28-10-2025-20.27,AVE,2025,10,1,20.45,201.0,52.16,2,-22.2,42.12,AVE,157.0,-4.8,20.27,IRYO,172.0,34.8,28.71,OUIGO,172.0,40.2,29.41,AVE,172.0
00005_28-10-2025-21.02,OUIGO,2025,10,1,21.03,172.0,28.71,4,-39.6,20.27,IRYO,172.0,-34.8,52.16,AVE,201.0,5.4,29.41,AVE,172.0,889.8,36.09,AVLO,157.0
00007_28-10-2025-21.07,AVE,2025,10,1,21.12,172.0,29.41,29,-40.2,52.16,AVE,201.0,-5.4,28.71,OUIGO,172.0,895.2,36.09,AVLO,157.0,885.0,21.43,IRYO,157.0
00001_29-10-2025-06.12,AVLO,2025,10,2,6.2,157.0,36.09,851,-889.8,28.71,OUIGO,172.0,-895.2,29.41,AVE,172.0,10.2,21.43,IRYO,157.0,15.0,40.57,AVE,178.0
00002_29-10-2025-06.22,IRYO,2025,10,2,6.37,157.0,21.43,2247,-885.0,29.41,AVE,172.0,-10.2,36.09,AVLO,157.0,4.8,40.57,AVE,178.0,34.8,96.37,AVE,157.0
00003_29-10-2025-06.27,AVE,2025,10,2,6.45,178.0,40.57,1195,-15.0,36.09,AVLO,157.0,-4.8,21.43,IRYO,157.0,30.0,96.37,AVE,157.0,34.8,43.84,OUIGO,172.0
00004_29-10-2025-06.57,AVE,2025,10,2,6.95,157.0,96.37,1,-34.8,21.43,IRYO,157.0,-30.0,40.57,AVE,178.0,4.8,43.84,OUIGO,172.0,25.2,50.48,IRYO,157.0
00005_29-10-2025-07.02,OUIGO,2025,10,2,7.03,172.0,43.84,27,-34.8,40.57,AVE,178.0,-4.8,96.37,AVE,157.0,20.4,50.48,IRYO,157.0,25.2,29.31,AVE,199.0
00002_29-10-2025-07.22,IRYO,2025,10,2,7.37,157.0,50.48,48,-25.2,96.37,AVE,157.0,-20.4,43.84,OUIGO,172.0,4.8,29.31,AVE,199.0,34.8,46.06,AVE,157.0
00006_29-10-2025-07.27,AVE,2025,10,2,7.45,199.0,29.31,823,-25.2,43.84,OUIGO,172.0,-4.8,50.48,IRYO,157.0,30.0,46.06,AVE,157.0,60.0,86.99,AVE,172.0
00004_29-10-2025-07.57,AVE,2025,10,2,7.95,157.0,46.06,297,-34.8,50.48,IRYO,157.0,-30.0,29.31,AVE,199.0,30.0,86.99,AVE,172.0,34.8,50.48,IRYO,157.0
00007_29-10-2025-08.27,AVE,2025,10,2,8.45,172.0,86.99,0,-60.0,29.31,AVE,199.0,-30.0,46.06,AVE,157.0,4.8,50.48,IRYO,157.0,30.0,50.16,AVE,164.0
00002_29-10-2025-08.32,IRYO,2025,10,2,8.53,157.0,50.48,9,-34.8,46.06,AVE,157.0,-4.8,86.99,AVE,172.0,25.2,50.16,AVE,164.0,50.4,39.83,IRYO,172.0
00008_29-10-2025-08.57,AVE,2025,10,2,8.95,164.0,50.16,172,-30.0,86.99,AVE,172.0,-25.2,50.48,IRYO,157.0,25.2,39.83,IRYO,172.0,30.0,78.45,AVE,194.0
00009_29-10-2025-09.22,IRYO,2025,10,2,9.37,172.0,39.83,124,-50.4,50.48,IRYO,157.0,-25.2,50.16,AVE,164.0,4.8,78.45,AVE,194.0,34.8,22.6,IRYO,172.0
00010_29-10-2025-09.27,AVE,2025,10,2,9.45,194.0,78.45,10,-30.0,50.16,AVE,164.0,-4.8,39.83,IRYO,172.0,30.0,22.6,IRYO,172.0,34.8,45.24,OUIGO,182.0
00009_29-10-2025-09.57,IRYO,2025,10,2,9.95,172.0,22.6,2367,-34.8,39.83,IRYO,172.0,-30.0,78.45,AVE,194.0,4.8,45.24,OUIGO,182.0,30.0,47.08,AVLO,172.0
00011_29-10-2025-10.02,OUIGO,2025,10,2,10.03,182.0,45.24,34,-34.8,78.45,AVE,194.0,-4.8,22.6,IRYO,172.0,25.2,47.08,AVLO,172.0,80.4,49.3,IRYO,172.0
00012_29-10-2025-10.27,AVLO,2025,10,2,10.45,172.0,47.08,107,-30.0,22.6,IRYO,172.0,-25.2,45.24,OUIGO,182.0,55.2,49.3,IRYO,172.0,60.0,65.1,AVE,199.0
00009_29-10-2025-11.22,IRYO,2025,10,2,11.37,172.0,49.3,108,-80.4,45.24,OUIGO,182.0,-55.2,47.08,AVLO,172.0,4.8,65.1,AVE,199.0,60.0,32.71,IRYO,172.0
00006_29-10-2025-11.27,AVE,2025,10,2,11.45,199.0,65.1,71,-60.0,47.08,AVLO,172.0,-4.8,49.3,IRYO,172.0,55.2,32.71,IRYO,172.0,60.0,47.27,AVE,197.0
00009_29-10-2025-12.22,IRYO,2025,10,2,12.37,172.0,32.71,419,-60.0,49.3,IRYO,172.0,-55.2,65.1,AVE,199.0,4.8,47.27,AVE,197.0,34.8,56.93,AVE,157.0
00013_29-10-2025-12.27,AVE,2025,10,2,12.45,197.0,47.27,295,-60.0,65.1,AVE,199.0,-4.8,32.71,IRYO,172.0,30.0,56.93,AVE,157.0,51.0,48.24,AVE,184.0
00004_29-10-2025-12.57,AVE,2025,10,2,12.95,157.0,56.93,212,-34.8,32.71,IRYO,172.0,-30.0,47.27,AVE,197.0,21.0,48.24,AVE,184.0,64.8,42.16,IRYO,172.0
00014_29-10-2025-13.18,AVE,2025,10,2,13.3,184.0,48.24,116,-51.0,47.27,AVE,197.0,-21.0,56.93,AVE,157.0,43.8,42.16,IRYO,172.0,54.0,40.27,OUIGO,157.0
00009_29-10-2025-14.02,IRYO,2025,10,2,14.03,172.0,42.16,109,-64.8,56.93,AVE,157.0,-43.8,48.24,AVE,184.0,10.2,40.27,OUIGO,157.0,25.2,45.23,AVE,177.0
00015_29-10-2025-14.12,OUIGO,2025,10,2,14.2,157.0,40.27,58,-54.0,48.24,AVE,184.0,-10.2,42.16,IRYO,172.0,15.0,45.23,AVE,177.0,30.0,58.4,IRYO,179.0
00016_29-10-2025-14.27,AVE,2025,10,2,14.45,177.0,45.23,413,-25.2,42.16,IRYO,172.0,-15.0,40.27,OUIGO,157.0,15.0,58.4,IRYO,179.0,30.0,48.76,AVE,157.0
00017_29-10-2025-14.42,IRYO,2025,10,2,14.7,179.0,58.4,10,-30.0,40.27,OUIGO,157.0,-15.0,45.23,AVE,177.0,15.0,48.76,AVE,157.0,45.0,34.82,AVLO,199.0
00004_29-10-2025-14.57,AVE,2025,10,2,14.95,157.0,48.76,562,-30.0,45.23,AVE,177.0,-15.0,58.4,IRYO,179.0,30.0,34.82,AVLO,199.0,60.0,37.74,AVE,157.0
00018_29-10-2025-15.27,AVLO,2025,10,2,15.45,199.0,34.82,177,-45.0,58.4,IRYO,179.0,-30.0,48.76,AVE,157.0,30.0,37.74,AVE,157.0,60.0,63.9,AVE,172.0
00004_29-10-2025-15.57,AVE,2025,10,2,15.95,157.0,37.74,1948,-60.0,48.76,AVE,157.0,-30.0,34.82,AVLO,199.0,30.0,63.9,AVE,172.0,40.2,54.17,IRYO,157.0
00007_29-10-2025-16.27,AVE,2025,10,2,16.45,172.0,63.9,248,-60.0,34.82,AVLO,199.0,-30.0,37.74,AVE,157.0,10.2,54.17,IRYO,157.0,30.0,125.98,AVE,157.0
00002_29-10-2025-16.37,IRYO,2025,10,2,16.62,157.0,54.17,154,-40.2,37.74,AVE,157.0,-10.2,63.9,AVE,172.0,19.8,125.98,AVE,157.0,39.6,42.87,OUIGO,157.0
00004_29-10-2025-16.57,AVE,2025,10,2,16.95,157.0,125.98,0,-30.0,63.9,AVE,172.0,-19.8,54.17,IRYO,157.0,19.8,42.87,OUIGO,157.0,25.2,29.87,IRYO,172.0
00015_29-10-2025-17.17,OUIGO,2025,10,2,17.28,157.0,42.87,172,-39.6,54.17,IRYO,157.0,-19.8,125.98,AVE,157.0,5.4,29.87,IRYO,172.0,10.2,59.18,AVE,199.0
00009_29-10-2025-17.22,IRYO,2025,10,2,17.37,172.0,29.87,1228,-25.2,125.98,AVE,157.0,-5.4,42.87,OUIGO,157.0,4.8,59.18,AVE,199.0,34.8,64.1,AVE,157.0
00006_29-10-2025-17.27,AVE,2025,10,2,17.45,199.0,59.18,185,-10.2,42.87,OUIGO,157.0,-4.8,29.87,IRYO,172.0,30.0,64.1,AVE,157.0,60.0,54.16,AVE,177.0
00004_29-10-2025-17.57,AVE,2025,10,2,17.95,157.0,64.1,253,-34.8,29.87,IRYO,172.0,-30.0,59.18,AVE,199.0,30.0,54.16,AVE,177.0,34.8,60.18,IRYO,157.0
00016_29-10-2025-18.27,AVE,2025,10,2,18.45,177.0,54.16,192,-60.0,59.18,AVE,199.0,-30.0,64.1,AVE,157.0,4.8,60.18,IRYO,157.0,30.0,115.53,AVE,157.0
00002_29-10-2025-18.32,IRYO,2025,10,2,18.53,157.0,60.18,23,-34.8,64.1,AVE,157.0,-4.8,54.16,AVE,177.0,25.2,115.53,AVE,157.0,57.0,29.02,IRYO,172.0
00004_29-10-2025-18.57,AVE,2025,10,2,18.95,157.0,115.53,0,-30.0,54.16,AVE,177.0,-25.2,60.18,IRYO,157.0,31.8,29.02,IRYO,172.0,37.2,30.97,AVLO,201.0
00009_29-10-2025-19.29,IRYO,2025,10,2,19.48,172.0,29.02,626,-57.0,60.18,IRYO,157.0,-31.8,115.53,AVE,157.0,5.4,30.97,AVLO,201.0,36.0,51.34,AVE,157.0
00019_29-10-2025-19.34,AVLO,2025,10,2,19.57,201.0,30.97,78,-37.2,115.53,AVE,157.0,-5.4,29.02,IRYO,172.0,30.6,51.34,AVE,157.0,48.0,35.72,IRYO,172.0
00004_29-10-2025-20.05,AVE,2025,10,2,20.08,157.0,51.34,49,-36.0,29.02,IRYO,172.0,-30.6,30.97,AVLO,201.0,17.4,35.72,IRYO,172.0,22.2,48.38,AVE,201.0
00009_29-10-2025-20.22,IRYO,2025,10,2,20.37,172.0,35.72,10,-48.0,30.97,AVLO,201.0,-17.4,51.34,AVE,157.0,4.8,48.38,AVE,201.0,39.6,28.73,OUIGO,172.0
00020_29-10-2025-20.27,AVE,2025,10,2,20.45,201.0,48.38,8,-22.2,51.34,AVE,157.0,-4.8,35.72,IRYO,172.0,34.8,28.73,OUIGO,172.0,40.2,52.74,AVE,172.0
00005_29-10-2025-21.02,OUIGO,2025,10,2,21.03,172.0,28.73,430,-39.6,35.72,IRYO,172.0,-34.8,48.38,AVE,201.0,5.4,52.74,AVE,172.0,889.8,26.03,AVLO,157.0
00007_29-10-2025-21.07,AVE,2025,10,2,21.12,172.0,52.74,3,-40.2,48.38,AVE,201.0,-5.4,28.73,OUIGO,172.0,895.2,26.03,AVLO,157.0,885.0,40.03,IRYO,157.0
00001_30-10-2025-06.12,AVLO,2025,10,3,6.2,157.0,26.03,2980,-889.8,28.73,OUIGO,172.0,-895.2,52.74,AVE,172.0,10.2,40.03,IRYO,157.0,15.0,56.14,AVE,178.0
00002_30-10-2025-06.22,IRYO,2025,10,3,6.37,157.0,40.03,828,-885.0,52.74,AVE,172.0,-10.2,26.03,AVLO,157.0,4.8,56.14,AVE,178.0,34.8,76.67,AVE,157.0
00003_30-10-2025-06.27,AVE,2025,10,3,6.45,178.0,56.14,568,-15.0,26.03,AVLO,157.0,-4.8,40.03,IRYO,157.0,30.0,76.67,AVE,157.0,34.8,48.92,OUIGO,172.0
00004_30-10-2025-06.57,AVE,2025,10,3,6.95,157.0,76.67,73,-34.8,40.03,IRYO,157.0,-30.0,56.14,AVE,178.0,4.8,48.92,OUIGO,172.0,25.2,38.0,IRYO,157.0
00005_30-10-2025-07.02,OUIGO,2025,10,3,7.03,172.0,48.92,32,-34.8,56.14,AVE,178.0,-4.8,76.67,AVE,157.0,20.4,38.0,IRYO,157.0,25.2,46.74,AVE,199.0
00002_30-10-2025-07.22,IRYO,2025,10,3,7.37,157.0,38.0,367,-25.2,76.67,AVE,157.0,-20.4,48.92,OUIGO,172.0,4.8,46.74,AVE,199.0,34.8,67.61,AVE,157.0
00006_30-10-2025-07.27,AVE,2025,10,3,7.45,199.0,46.74,352,-25.2,48.92,OUIGO,172.0,-4.8,38.0,IRYO,157.0,30.0,67.61,AVE,157.0,60.0,69.2,AVE,172.0
00004_30-10-2025-07.57,AVE,2025,10,3,7.95,157.0,67.61,58,-34.8,38.0,IRYO,157.0,-30.0,46.74,AVE,199.0,30.0,69.2,AVE,172.0,34.8,49.08,IRYO,157.0
00007_30-10-2025-08.27,AVE,2025,10,3,8.45,172.0,69.2,39,-60.0,46.74,AVE,199.0,-30.0,67.61,AVE,157.0,4.8,49.08,IRYO,157.0,30.0,70.71,AVE,164.0
00002_30-10-2025-08.32,IRYO,2025,10,3,8.53,157.0,49.08,83,-34.8,67.61,AVE,157.0,-4.8,69.2,AVE,172.0,25.2,70.71,AVE,164.0,50.4,57.72,IRYO,172.0
00008_30-10-2025-08.57,AVE,2025,10,3,8.95,164.0,70.71,53,-30.0,69.2,AVE,172.0,-25.2,49.08,IRYO,157.0,25.2,57.72,IRYO,172.0,30.0,52.44,AVE,194.0
00009_30-10-2025-09.22,IRYO,2025,10,3,9.37,172.0,57.72,47,-50.4,49.08,IRYO,157.0,-25.2,70.71,AVE,164.0,4.8,52.44,AVE,194.0,34.8,49.19,IRYO,172.0
00010_30-10-2025-09.27,AVE,2025,10,3,9.45,194.0,52.44,377,-30.0,70.71,AVE,164.0,-4.8,57.72,IRYO,172.0,30.0,49.19,IRYO,172.0,34.8,44.25,OUIGO,182.0
00009_30-10-2025-09.57,IRYO,2025,10,3,9.95,172.0,49.19,138,-34.8,57.72,IRYO,172.0,-30.0,52.44,AVE,194.0,4.8,44.25,OUIGO,182.0,30.0,46.06,AVLO,172.0
00011_30-10-2025-10.02,OUIGO,2025,10,3,10.03,182.0,44.25,72,-34.8,52.44,AVE,194.0,-4.8,49.19,IRYO,172.0,25.2,46.06,AVLO,172.0,80.4,42.29,IRYO,172.0
00012_30-10-2025-10.27,AVLO,2025,10,3,10.45,172.0,46.06,219,-30.0,49.19,IRYO,172.0,-25.2,44.25,OUIGO,182.0,55.2,42.29,IRYO,172.0,60.0,46.45,AVE,199.0
00009_30-10-2025-11.22,IRYO,2025,10,3,11.37,172.0,42.29,282,-80.4,44.25,OUIGO,182.0,-55.2,46.06,AVLO,172.0,4.8,46.45,AVE,199.0,60.0,55.65,IRYO,172.0
00006_30-10-2025-11.27,AVE,2025,10,3,11.45,199.0,46.45,619,-60.0,46.06,AVLO,172.0,-4.8,42.29,IRYO,172.0,55.2,55.65,IRYO,172.0,60.0,64.66,AVE,197.0
00009_30-10-2025-12.22,IRYO,2025,10,3,12.37,172.0,55.65,50,-60.0,42.29,IRYO,172.0,-55.2,46.45,AVE,199.0,4.8,64.66,AVE,197.0,34.8,46.73,AVE,157.0
00013_30-10-2025-12.27,AVE,2025,10,3,12.45,197.0,64.66,75,-60.0,46.45,AVE,199.0,-4.8,55.65,IRYO,172.0,30.0,46.73,AVE,157.0,51.0,55.14,AVE,184.0
00004_30-10-2025-12.57,AVE,2025,10,3,12.95,157.0,46.73,815,-34.8,55.65,IRYO,172.0,-30.0,64.66,AVE,197.0,21.0,55.14,AVE,184.0,64.8,57.91,IRYO,172.0
00014_30-10-2025-13.18,AVE,2025,10,3,13.3,184.0,55.14,138,-51.0,64.66,AVE,197.0,-21.0,46.73,AVE,157.0,43.8,57.91,IRYO,172.0,54.0,40.89,OUIGO,157.0
00009_30-10-2025-14.02,IRYO,2025,10,3,14.03,172.0,57.91,53,-64.8,46.73,AVE,157.0,-43.8,55.14,AVE,184.0,10.2,40.89,OUIGO,157.0,25.2,81.2,AVE,177.0
00015_30-10-2025-14.12,OUIGO,2025,10,3,14.2,157.0,40.89,191,-54.0,55.14,AVE,184.0,-10.2,57.91,IRYO,172.0,15.0,81.2,AVE,177.0,30.0,33.76,IRYO,179.0
00016_30-10-2025-14.27,AVE,2025,10,3,14.45,177.0,81.2,35,-25.2,57.91,IRYO,172.0,-15.0,40.89,OUIGO,157.0,15.0,33.76,IRYO,179.0,30.0,77.37,AVE,157.0
00017_30-10-2025-14.42,IRYO,2025,10,3,14.7,179.0,33.76,1009,-30.0,40.89,OUIGO,157.0,-15.0,81.2,AVE,177.0,15.0,77.37,AVE,157.0,45.0,41.61,AVLO,199.0
00004_30-10-2025-14.57,AVE,2025,10,3,14.95,157.0,77.37,164,-30.0,81.2,AVE,177.0,-15.0,33.76,IRYO,179.0,30.0,41.61,AVLO,199.0,60.0,95.07,AVE,157.0
00018_30-10-2025-15.27,AVLO,2025,10,3,15.45,199.0,41.61,349,-45.0,33.76,IRYO,179.0,-30.0,77.37,AVE,157.0,30.0,95.07,AVE,157.0,60.0,70.12,AVE,172.0
00004_30-10-2025-15.57,AVE,2025,10,3,15.95,157.0,95.07,54,-60.0,77.37,AVE,157.0,-30.0,41.61,AVLO,199.0,30.0,70.12,AVE,172.0,40.2,43.04,IRYO,157.0
00007_30-10-2025-16.27,AVE,2025,10,3,16.45,172.0,70.12,468,-60.0,41.61,AVLO,199.0,-30.0,95.07,AVE,157.0,10.2,43.04,IRYO,157.0,30.0,145.04,AVE,157.0
00002_30-10-2025-16.37,IRYO,2025,10,3,16.62,157.0,43.04,1167,-40.2,95.07,AVE,157.0,-10.2,70.12,AVE,172.0,19.8,145.04,AVE,157.0,39.6,64.85,OUIGO,157.0
00004_30-10-2025-16.57,AVE,2025,10,3,16.95,157.0,145.04,0,-30.0,70.12,AVE,172.0,-19.8,43.04,IRYO,157.0,19.8,64.85,OUIGO,157.0,25.2,77.11,IRYO,172.0
00015_30-10-2025-17.17,OUIGO,2025,10,3,17.28,157.0,64.85,60,-39.6,43.04,IRYO,157.0,-19.8,145.04,AVE,157.0,5.4,77.11,IRYO,172.0,10.2,107.24,AVE,199.0
00009_30-10-2025-17.22,IRYO,2025,10,3,17.37,172.0,77.11,25,-25.2,145.04,AVE,157.0,-5.4,64.85,OUIGO,157.0,4.8,107.24,AVE,199.0,34.8,63.66,AVE,157.0
